"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_52_length_18130_cov_2220_239628_S010-136","Viruses","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_14","NOTSURE_ClusterID55",NA,"NOTSURE_ClusterID2540",NA,"Vertebrates","Vertebrates","NODE_52_length_18130_cov_2220_239628_S010-136","Human mastadenovirus C"
"NODE_52_length_1954_cov_21_917954_S011-79","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID105",NA,"SURE_ClusterID5751",NA,"Vertebrates","Vertebrates","NODE_52_length_1954_cov_21_917954_S011-79","TTV-like mini virus"
"NODE_52_length_2918_cov_54_342837_S009-124","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID139",NA,"Singleton_ClusterID6774",NA,"Vertebrates","Vertebrates","NODE_52_length_2918_cov_54_342837_S009-124","0"
"NODE_52_length_5391_cov_44_535943_S010-137","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID12",NA,"NOTSURE_ClusterID593",NA,"Vertebrates","Vertebrates","NODE_52_length_5391_cov_44_535943_S010-137","0"
"NODE_52_length_991_cov_2_751641_S004-26","Viruses","Polyomaviridae","Deltapolyomavirus","Human polyomavirus 7","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_54","Singleton_ClusterID_54",NA,NA,NA,"Vertebrates","Vertebrates","NODE_52_length_991_cov_2_751641_S004-26","Human polyomavirus 7"
"NODE_522_length_2779_cov_2107_370096_S006-52","Viruses","Reoviridae","Rotavirus","Rotavirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_10","SURE_ClusterID39",NA,"SURE_ClusterID1736",NA,"Vertebrates","Vertebrates","NODE_522_length_2779_cov_2107_370096_S006-52","Rotavirus A"
"NODE_53_length_1156_cov_4_838740_S010-1","Viruses","Herpesviridae","Roseolovirus","Human betaherpesvirus 6B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_53_length_1156_cov_4_838740_S010-1","Human betaherpesvirus 6B"
"NODE_53_length_2829_cov_28_518895_S009-128","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID63",NA,"NOTSURE_ClusterID60",NA,"Vertebrates","Vertebrates","NODE_53_length_2829_cov_28_518895_S009-128","0"
"NODE_5394_length_1113_cov_58_394788_S010-136","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID21",NA,"Singleton_ClusterID6871",NA,"Vertebrates","Vertebrates","NODE_5394_length_1113_cov_58_394788_S010-136","0"
"NODE_540_length_1382_cov_6_200000_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID63",NA,"NOTSURE_ClusterID60",NA,"Vertebrates","Vertebrates","NODE_540_length_1382_cov_6_200000_S003-142","0"
"NODE_55_length_2485_cov_52_098422_S009-185","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID145",NA,"Singleton_ClusterID6903",NA,"Vertebrates","Vertebrates","NODE_55_length_2485_cov_52_098422_S009-185","0"
"NODE_55_length_2542_cov_8_366329_S004-106","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID125",NA,"NOTSURE_ClusterID5818",NA,"Vertebrates","Vertebrates","NODE_55_length_2542_cov_8_366329_S004-106","0"
"NODE_550_length_972_cov_5_805587_S009-244","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID146",NA,"Singleton_ClusterID6909",NA,"Vertebrates","Vertebrates","NODE_550_length_972_cov_5_805587_S009-244","0"
"NODE_5533_length_739_cov_13_351964_S003-164","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID147",NA,"NOTSURE_ClusterID54",NA,"Vertebrates","Vertebrates","NODE_5533_length_739_cov_13_351964_S003-164","Anelloviridae sp."
"NODE_555_length_1085_cov_3_342262_S011-87","Viruses","Anelloviridae","Anelloviridae","uncultured Anellovirus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_555_length_1085_cov_3_342262_S011-87","uncultured Anellovirus"
"NODE_558_length_2636_cov_79_479484_S003-141","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID65",NA,"NOTSURE_ClusterID2861",NA,"Vertebrates","Vertebrates","NODE_558_length_2636_cov_79_479484_S003-141","TTV-like mini virus"
"NODE_559_length_1122_cov_348_455502_S007-48","Viruses","Reoviridae","Rotavirus","Rotavirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_10","SURE_ClusterID39",NA,"SURE_ClusterID1736",NA,"Vertebrates","Vertebrates","NODE_559_length_1122_cov_348_455502_S007-48","Rotavirus A"
"NODE_56_length_2794_cov_361_408171_S009-116","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID52",NA,"NOTSURE_ClusterID2575",NA,"Vertebrates","Vertebrates","NODE_56_length_2794_cov_361_408171_S009-116","0"
"NODE_56_length_7229_cov_224_244827_S003-195","Viruses","Picornaviridae","Parechovirus","Parechovirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_56_length_7229_cov_224_244827_S003-195","Parechovirus Af"
"NODE_560_length_1446_cov_1538_478451_S010-133","Viruses","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_14","SURE_ClusterID56",NA,"SURE_ClusterID2573",NA,"Vertebrates","Vertebrates","NODE_560_length_1446_cov_1538_478451_S010-133","Human mastadenovirus C"
"NODE_563_length_868_cov_10_237674_S005-167","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_563_length_868_cov_10_237674_S005-167","0"
"NODE_566_length_2616_cov_9_982276_S003-141","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID65",NA,"Singleton_ClusterID6964",NA,"Vertebrates","Vertebrates","NODE_566_length_2616_cov_9_982276_S003-141","TTV-like mini virus"
"NODE_567_length_2634_cov_40_960501_S003-133","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_567_length_2634_cov_40_960501_S003-133","TTV-like mini virus"
"NODE_568_length_1761_cov_11_902613_S009-159","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_568_length_1761_cov_11_902613_S009-159","0"
"NODE_568_length_905_cov_21_974638_S007-99","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_568_length_905_cov_21_974638_S007-99","TTV-like mini virus"
"NODE_57_length_2017_cov_1_648969_S004-61","Viruses","Polyomaviridae","Deltapolyomavirus","Human polyomavirus 7","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_55","Singleton_ClusterID148",NA,"Singleton_ClusterID6981",NA,"Vertebrates","Vertebrates","NODE_57_length_2017_cov_1_648969_S004-61","Human polyomavirus 7"
"NODE_57_length_2341_cov_8_143993_S007-118","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID104",NA,"Singleton_ClusterID6983",NA,"Vertebrates","Vertebrates","NODE_57_length_2341_cov_8_143993_S007-118","0"
"NODE_57_length_2783_cov_35_978197_S009-128","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID8",NA,"Singleton_ClusterID6984",NA,"Vertebrates","Vertebrates","NODE_57_length_2783_cov_35_978197_S009-128","0"
"NODE_572_length_2599_cov_9_779540_S003-141","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_572_length_2599_cov_9_779540_S003-141","Anelloviridae sp."
"NODE_583_length_2583_cov_57_164006_S003-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID149",NA,"Singleton_ClusterID7032",NA,"Vertebrates","Vertebrates","NODE_583_length_2583_cov_57_164006_S003-141","0"
"NODE_5852_length_1044_cov_9_139607_S010-136","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_5852_length_1044_cov_9_139607_S010-136","Anelloviridae sp."
"NODE_590_length_2560_cov_20_013693_S003-141","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 10","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_590_length_2560_cov_20_013693_S003-141","Torque teno mini virus 10"
"NODE_593_length_2229_cov_24_881041_S007-124","Viruses","Anelloviridae","Alphatorquevirus","Torque teno virus 13","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID150",NA,"Singleton_ClusterID7066",NA,"Vertebrates","Vertebrates","NODE_593_length_2229_cov_24_881041_S007-124","Torque teno virus 13"
"NODE_595_length_2634_cov_65_766914_S003-195","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID151",NA,"Singleton_ClusterID7075",NA,"Vertebrates","Vertebrates","NODE_595_length_2634_cov_65_766914_S003-195","0"
"NODE_596_length_2551_cov_4_417138_S003-141","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID152",NA,"Singleton_ClusterID7080",NA,"Vertebrates","Vertebrates","NODE_596_length_2551_cov_4_417138_S003-141","Anelloviridae sp."
"NODE_598_length_872_cov_8_611321_S007-99","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_598_length_872_cov_8_611321_S007-99","0"
"NODE_6_length_7580_cov_1416_307877_S004-121","Viruses","Caliciviridae","Norovirus","Norwalk virus","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_56","Singleton_ClusterID153",NA,"Singleton_ClusterID7093",NA,"Vertebrates","Vertebrates","NODE_6_length_7580_cov_1416_307877_S004-121","Norwalk virus g"
"NODE_60_length_2450_cov_9_806153_S009-185","Viruses","Anelloviridae","Gammatorquevirus","Torque teno midi virus 13","Viruses_EukaryoticVirus",NA,NA,"NOTSURE_ClusterID4",NA,"NOTSURE_ClusterID114",NA,"Vertebrates","Vertebrates","NODE_60_length_2450_cov_9_806153_S009-185","Torque teno midi virus 13"
"NODE_60_length_2605_cov_14_272152_S010-168","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_60_length_2605_cov_14_272152_S010-168","0"
"NODE_60_length_7454_cov_7420_242782_S003-141","Viruses","Picornaviridae","Enterovirus","Enterovirus B","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_57","Singleton_ClusterID154",NA,"Singleton_ClusterID7099",NA,"Vertebrates","Vertebrates","NODE_60_length_7454_cov_7420_242782_S003-141","Enterovirus Bk"
"NODE_603_length_1857_cov_6_954494_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_603_length_1857_cov_6_954494_S009-141","0"
"NODE_608_length_3076_cov_17_782928_S010-123","Viruses","Astroviridae","Mamastrovirus","Mamastrovirus 9","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_7","SURE_ClusterID25",NA,"SURE_ClusterID1161",NA,"Vertebrates","Vertebrates","NODE_608_length_3076_cov_17_782928_S010-123","Mamastrovirus 9"
"NODE_609_length_2692_cov_159_474570_S003-164","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID147",NA,"NOTSURE_ClusterID54",NA,"Vertebrates","Vertebrates","NODE_609_length_2692_cov_159_474570_S003-164","0"
"NODE_61_length_2628_cov_8_072521_S009-191","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID95",NA,"NOTSURE_ClusterID5108",NA,"Vertebrates","Vertebrates","NODE_61_length_2628_cov_8_072521_S009-191","0"
"NODE_61_length_2703_cov_52_097867_S009-128","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID139",NA,"NOTSURE_ClusterID6461",NA,"Vertebrates","Vertebrates","NODE_61_length_2703_cov_52_097867_S009-128","0"
"NODE_611_length_2469_cov_1230_485786_S006-52","Viruses","Reoviridae","Rotavirus","Rotavirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_10","SURE_ClusterID39",NA,"SURE_ClusterID1736",NA,"Vertebrates","Vertebrates","NODE_611_length_2469_cov_1230_485786_S006-52","Rotavirus A"
"NODE_614_length_2602_cov_9_314059_S003-195","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_614_length_2602_cov_9_314059_S003-195","0"
"NODE_617_length_2493_cov_17_532285_S003-141","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_617_length_2493_cov_17_532285_S003-141","0"
"NODE_62_length_2269_cov_2_777828_S011-52","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 10","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_62_length_2269_cov_2_777828_S011-52","Torque teno mini virus 10"
"NODE_62_length_7395_cov_2531_680787_S003-141","Viruses","Picornaviridae","Enterovirus","Enterovirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_62_length_7395_cov_2531_680787_S003-141","Enterovirus Ae"
"NODE_623_length_2483_cov_22_085204_S003-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID65",NA,"NOTSURE_ClusterID2861",NA,"Vertebrates","Vertebrates","NODE_623_length_2483_cov_22_085204_S003-141","0"
"NODE_624_length_1476_cov_6_827734_S007-71","Viruses","Picornaviridae","Enterovirus","Rhinovirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_624_length_1476_cov_6_827734_S007-71","Rhinovirus Azzz"
"NODE_63_length_2630_cov_51_409322_S009-116","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID52",NA,"NOTSURE_ClusterID2575",NA,"Vertebrates","Vertebrates","NODE_63_length_2630_cov_51_409322_S009-116","Anelloviridae sp."
"NODE_632_length_2653_cov_53_152174_S003-164","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID147",NA,"NOTSURE_ClusterID54",NA,"Vertebrates","Vertebrates","NODE_632_length_2653_cov_53_152174_S003-164","Anelloviridae sp."
"NODE_639_length_2461_cov_8_721057_S003-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_639_length_2461_cov_8_721057_S003-141","0"
"NODE_64_length_1092_cov_6818_129064_S006-96","Viruses","Picornaviridae","Salivirus","Salivirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_64_length_1092_cov_6818_129064_S006-96","Salivirus A"
"NODE_64_length_2281_cov_11_541742_S009-199","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID155",NA,"Singleton_ClusterID7224",NA,"Vertebrates","Vertebrates","NODE_64_length_2281_cov_11_541742_S009-199","0"
"NODE_64_length_2429_cov_4_943878_S009-185","Viruses","Anelloviridae","Gammatorquevirus","Torque teno midi virus 9","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID156",NA,"Singleton_ClusterID7226",NA,"Vertebrates","Vertebrates","NODE_64_length_2429_cov_4_943878_S009-185","Torque teno midi virus 9"
"NODE_64_length_2691_cov_66_856924_S009-128","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID139",NA,"NOTSURE_ClusterID6461",NA,"Vertebrates","Vertebrates","NODE_64_length_2691_cov_66_856924_S009-128","0"
"NODE_64_length_5318_cov_24_291547_S010-139","Viruses","Luteoviridae","Polerovirus","Potato leafroll virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Plants","Plants","NODE_64_length_5318_cov_24_291547_S010-139","Potato leafroll virus"
"NODE_653_length_1008_cov_24_668099_S007-2","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_653_length_1008_cov_24_668099_S007-2","0"
"NODE_653_length_1820_cov_4_324154_S003-190","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_653_length_1820_cov_4_324154_S003-190","0"
"NODE_6548_length_954_cov_7_198404_S010-136","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_6548_length_954_cov_7_198404_S010-136","0"
"NODE_661_length_942_cov_7_969942_S005-183","Viruses","Picornaviridae","Cardiovirus","Cardiovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_661_length_942_cov_7_969942_S005-183","Cardiovirus B"
"NODE_666_length_2505_cov_16_854201_S003-195","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_666_length_2505_cov_16_854201_S003-195","0"
"NODE_67_length_1721_cov_6_832117_S011-79","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_67_length_1721_cov_6_832117_S011-79","0"
"NODE_677_length_1714_cov_6_662187_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_677_length_1714_cov_6_662187_S009-141","0"
"NODE_68_length_2421_cov_4_063567_S009-191","Viruses","Endornaviridae","Alphaendornavirus","Phaseolus vulgaris alphaendornavirus 1","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Plants","Plants","NODE_68_length_2421_cov_4_063567_S009-191","Phaseolus vulgaris alphaendornavirus 1"
"NODE_68_length_2663_cov_97_341067_S009-128","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID139",NA,"NOTSURE_ClusterID6461",NA,"Vertebrates","Vertebrates","NODE_68_length_2663_cov_97_341067_S009-128","TTV-like mini virus"
"NODE_687_length_1698_cov_74_312770_S009-141","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID10",NA,"Singleton_ClusterID7358",NA,"Vertebrates","Vertebrates","NODE_687_length_1698_cov_74_312770_S009-141","TTV-like mini virus"
"NODE_69_length_2653_cov_108_380435_S009-128","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID139",NA,"NOTSURE_ClusterID6461",NA,"Vertebrates","Vertebrates","NODE_69_length_2653_cov_108_380435_S009-128","0"
"NODE_69_length_2896_cov_25_258602_S009-179","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID15",NA,"SURE_ClusterID2046",NA,"Vertebrates","Vertebrates","NODE_69_length_2896_cov_25_258602_S009-179","0"
"NODE_693_length_2555_cov_24_368442_S003-164","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus ALH8","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_693_length_2555_cov_24_368442_S003-164","Torque teno mini virus ALH8"
"NODE_698_length_516_cov_6_576310_S005-126","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_698_length_516_cov_6_576310_S005-126","0"
"NODE_7_length_15011_cov_110_436186_S003-142","Viruses","Endornaviridae","Alphaendornavirus","Cucumis melo alphaendornavirus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Plants","Plants","NODE_7_length_15011_cov_110_436186_S003-142","Cucumis melo alphaendornavirus"
"NODE_7_length_3550_cov_3787_278146_S006-96","Viruses","Picornaviridae","Salivirus","Salivirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_7_length_3550_cov_3787_278146_S006-96","Salivirus A"
"NODE_7_length_7386_cov_1572_951567_S011-79","Viruses","Picornaviridae","Parechovirus","Parechovirus A","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_58","Singleton_ClusterID157",NA,"Singleton_ClusterID7400",NA,"Vertebrates","Vertebrates","NODE_7_length_7386_cov_1572_951567_S011-79","Parechovirus Ag"
"NODE_70_length_2731_cov_17_053127_S009-181","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID26",NA,"NOTSURE_ClusterID1220",NA,"Vertebrates","Vertebrates","NODE_70_length_2731_cov_17_053127_S009-181","0"
"NODE_70_length_3003_cov_295_084416_S011-87","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID110",NA,"Singleton_ClusterID7404",NA,"Vertebrates","Vertebrates","NODE_70_length_3003_cov_295_084416_S011-87","0"
"NODE_71_length_1655_cov_6_768695_S011-79","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID105",NA,"SURE_ClusterID5751",NA,"Vertebrates","Vertebrates","NODE_71_length_1655_cov_6_768695_S011-79","0"
"NODE_71_length_1892_cov_4_093664_S011-56","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID158",NA,"Singleton_ClusterID7434",NA,"Vertebrates","Vertebrates","NODE_71_length_1892_cov_4_093664_S011-56","0"
"NODE_71_length_2620_cov_7_620134_S009-229","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_71_length_2620_cov_7_620134_S009-229","0"
"NODE_71_length_2995_cov_93_007882_S011-87","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID110",NA,"NOTSURE_ClusterID710",NA,"Vertebrates","Vertebrates","NODE_71_length_2995_cov_93_007882_S011-87","0"
"NODE_710_length_1673_cov_39_179825_S009-141","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID54",NA,"Singleton_ClusterID7440",NA,"Vertebrates","Vertebrates","NODE_710_length_1673_cov_39_179825_S009-141","0"
"NODE_714_length_1668_cov_9_182275_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID63",NA,"NOTSURE_ClusterID2802",NA,"Vertebrates","Vertebrates","NODE_714_length_1668_cov_9_182275_S009-141","0"
"NODE_72_length_2836_cov_154_096049_S009-100","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID159",NA,"NOTSURE_ClusterID2898",NA,"Vertebrates","Vertebrates","NODE_72_length_2836_cov_154_096049_S009-100","0"
"NODE_723_length_1565_cov_7_319892_S009-159","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_723_length_1565_cov_7_319892_S009-159","0"
"NODE_723_length_2789_cov_39_125000_S010-123","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID160",NA,"Singleton_ClusterID7471",NA,"Vertebrates","Vertebrates","NODE_723_length_2789_cov_39_125000_S010-123","Torque teno virus"
"NODE_73_length_1646_cov_7_531549_S011-79","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_73_length_1646_cov_7_531549_S011-79","0"
"NODE_73_length_1878_cov_5_322043_S011-56","Viruses","Partitiviridae","Alphapartitivirus","Carrot cryptic virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Plants","Plants","NODE_73_length_1878_cov_5_322043_S011-56","Carrot cryptic virus"
"NODE_73_length_2702_cov_22_542476_S003-142","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 7","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID30",NA,"NOTSURE_ClusterID1399",NA,"Vertebrates","Vertebrates","NODE_73_length_2702_cov_22_542476_S003-142","Torque teno mini virus 7"
"NODE_73_length_3595_cov_526_724559_S004-114","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID97",NA,"SURE_ClusterID4825",NA,"Vertebrates","Vertebrates","NODE_73_length_3595_cov_526_724559_S004-114","Torque teno virus"
"NODE_74_length_2670_cov_22_075202_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID161",NA,"Singleton_ClusterID7500",NA,"Vertebrates","Vertebrates","NODE_74_length_2670_cov_22_075202_S003-142","0"
"NODE_743_length_865_cov_5_983503_S007-118","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_743_length_865_cov_5_983503_S007-118","0"
"NODE_748_length_1067_cov_9_183838_S007-4","Viruses","Small circular virus","Circoviridae","0","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_59","Singleton_ClusterID_59",NA,NA,NA,"Vertebrates","Mammals_Birds","NODE_748_length_1067_cov_9_183838_S007-4","0"
"NODE_748_length_1623_cov_33_149418_S009-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID63",NA,"NOTSURE_ClusterID60",NA,"Vertebrates","Vertebrates","NODE_748_length_1623_cov_33_149418_S009-141","0"
